term,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,synonym_1,synonym_2,synonym_3
authentic,0,0,0,1,0,1,0,0,0,0,truth
listless,0,0,0,0,0,0,0,1,0,0,inactivity
unspeakable,1,0,0,0,0,0,1,0,0,0,greatness
toad,0,0,0,0,0,0,0,0,0,0,ugliness
powerful,0,0,0,1,0,1,0,0,0,1,power
funnel,0,0,0,0,0,0,0,0,0,0,airpipe
prepare,0,0,1,0,0,1,0,0,0,0,plan
blunder,0,0,0,0,0,0,1,0,0,0,stupidity,folly,failure
anarchy,1,0,0,0,0,0,1,0,0,0,disorder
commission,0,0,0,0,0,0,0,0,0,0,business
weeds,0,0,0,0,0,0,0,0,0,0,detritus,odds and ends,rubbish
ultimo,0,0,0,0,0,0,0,0,0,0,the past
wildfire,1,0,0,0,1,0,1,1,0,0,heat
undoing,0,0,0,0,0,0,0,0,0,0,adversity
exemplary,0,0,0,0,0,1,0,0,0,0,virtue
deduce,0,0,0,0,0,0,0,0,0,0,judgment
overlap,0,0,0,0,0,0,0,0,0,0,clothing
studio,0,0,0,0,0,0,0,0,0,0,painting
cultivate,0,0,1,1,0,1,0,0,0,0,improvement,advance,enhance
shapely,0,0,0,0,0,1,0,0,0,0,beauty
owner,0,0,0,0,0,0,0,0,0,0,possessor
flour,0,0,0,0,0,0,0,0,0,0,pulverulence
explore,0,0,0,0,0,0,0,0,0,0,inquiry
pressing,0,0,0,0,0,0,0,0,0,0,requirement
abacus,0,0,0,1,0,0,0,0,0,0,numeration
brains,0,0,0,0,0,1,0,0,0,0,intelligence
scribe,0,0,0,0,0,0,0,0,0,0,clergy
botanical,0,0,0,0,0,0,0,0,0,0,botany
unconstitutional,0,0,0,0,0,0,1,0,0,0,undueness
exhausted,0,0,0,0,0,0,1,0,0,0,fatigue
reassure,0,0,0,1,0,1,0,0,0,0,hope
abolition,0,0,0,0,0,0,0,0,0,0,abrogation
boast,0,0,0,0,0,1,0,0,0,0,boasting,puff,pretense
applicability,0,0,0,0,0,0,0,0,0,0,utility
ilk,0,0,0,0,0,0,0,0,0,0,identity
gunner,0,0,0,0,0,0,0,0,0,0,combatant
lunge,0,0,0,0,0,0,0,0,0,0,impulse
allegiance,0,0,0,1,0,1,0,0,0,0,duty
dapper,0,0,0,0,0,0,0,0,0,0,littleness
armature,0,0,0,0,0,0,0,0,0,0,arms
manual,0,0,0,0,0,0,0,0,0,0,book,circular,pamphlet
librarian,0,0,0,0,0,0,0,0,0,0,book
appearance,0,0,0,0,0,0,0,0,0,0,appearance
watchful,0,0,0,0,0,1,0,0,0,0,intelligence
marijuana,0,0,0,0,0,0,0,0,0,0,intemperance
battered,1,0,0,0,0,0,1,1,0,0,deterioration
coexisting,0,0,0,1,0,0,0,0,0,0,synchronism
knowledge,0,0,0,0,0,0,0,0,0,0,knowledge
client,0,0,0,0,0,0,0,0,0,0,purchase
deformed,0,0,0,0,0,0,1,1,1,0,distortion
autobiography,0,0,0,0,0,0,0,0,0,0,description
haul,0,0,0,0,0,0,0,0,0,0,taking
outing,0,0,0,0,0,0,0,0,0,0,journey
connoisseur,0,0,0,0,0,0,0,0,0,0,taste,judge,virtuoso
transcendence,0,0,0,0,0,0,0,0,0,0,transcursion
polo,0,0,0,0,0,0,0,0,0,0,amusement
apostasy,0,0,0,0,0,0,0,0,0,0,heterodoxy
handicraft,0,0,0,0,0,0,0,0,0,0,business
manure,0,0,0,0,0,0,0,0,0,0,aid
workmanship,0,0,0,0,0,0,0,0,0,0,production
hall,0,0,0,0,0,0,0,0,0,0,mart,fair,bourse
animate,0,0,0,0,0,0,0,0,0,0,excitation
rap,0,0,0,0,0,0,0,0,0,0,impulse,slap,pat
appetite,0,0,0,0,0,0,0,0,0,0,desire
observation,0,0,0,0,0,0,0,0,0,0,affirmation,remark,sentence
monograph,0,0,0,0,0,0,0,0,0,0,dissertation
crank,0,0,0,0,0,0,1,0,0,0,wit,conceit,quirk
aviation,0,0,0,0,0,0,0,0,0,0,navigation
medal,0,0,0,0,0,0,0,0,0,0,record,commemoration,obelisk
fright,1,0,0,0,1,0,1,0,0,0,amusement
incapacity,0,0,0,0,0,0,0,0,0,0,impotence
learn,0,0,0,0,0,1,0,0,0,0,learner
servile,0,0,0,0,0,0,1,1,0,0,flattery
fervor,0,0,0,0,0,1,0,0,0,0,feeling,fanaticism,enthusiasm
guy,0,0,0,0,0,0,0,0,0,0,connection
infraction,0,0,0,0,0,0,1,0,0,0,disobedience
modest,0,0,0,0,0,1,0,0,0,0,purity,pure,delicate
essay,0,0,0,0,0,0,0,0,0,0,dissertation
bowed,0,0,0,0,0,0,0,0,0,0,curvature
modality,0,0,0,0,0,0,0,0,0,0,state
covering,0,0,0,0,0,0,0,0,0,0,clothing
outsider,1,0,0,0,0,0,0,0,0,0,extraneousness
mastery,0,0,0,1,0,0,0,0,0,0,authority
bureau,0,0,0,0,0,0,0,0,0,0,tribunal,forum,court martial
prisoner,0,0,0,0,0,0,1,0,0,0,accusation,accused,panel
arrogance,0,0,0,0,0,0,1,0,0,0,pride
shaving,0,0,0,0,0,0,0,0,0,0,slip,shadow,skeleton
recession,1,1,0,0,0,0,1,1,0,0,regression
ogre,1,0,0,0,0,0,1,0,1,0,fear
addition,0,0,0,0,0,0,0,0,0,0,numeration
page,0,0,0,0,0,0,0,0,0,0,printing,context,column
bequeath,0,0,0,0,0,0,0,0,0,0,giving
purple,0,0,0,0,0,0,0,0,0,0,redness
aloud,0,0,0,0,0,0,0,0,0,0,loudness
scarab,0,0,0,0,0,0,0,0,0,0,spell
read,0,0,0,0,0,0,0,0,0,0,interpretation
misfortune,0,0,0,0,0,0,1,1,0,0,painfulness
telltale,0,0,0,0,0,0,0,0,0,0,disclosure
uphill,1,0,1,0,0,1,1,0,0,0,exertion
spouse,0,0,0,1,0,1,0,0,0,1,accompaniment
cue,0,0,0,0,0,0,0,0,0,0,pretext,handle,come off
simplify,0,0,0,1,0,0,0,0,0,0,intelligibility
upholstery,0,0,0,0,0,0,0,0,0,0,instrument
semblance,0,0,0,0,0,0,0,0,0,0,copy,xerox,photo
tumbler,0,0,0,0,0,0,0,0,0,0,receptacle
voluptuous,0,0,0,0,0,1,0,0,0,0,physical pleasure
jubilee,0,0,0,0,1,1,0,0,0,1,amusement,rejoicing,put
gritty,0,0,0,0,0,0,0,0,0,0,pulverulence
dot,0,0,0,0,0,0,0,0,0,0,indication
revocation,0,0,0,0,0,0,1,0,0,0,abrogation
armada,0,0,0,0,0,0,0,0,0,0,combatant
propagate,0,0,0,0,0,0,0,0,0,0,production
helical,0,0,0,0,0,0,0,0,0,0,curvature
rapping,0,1,0,0,0,0,0,0,0,0,snap
soulless,1,0,0,0,0,0,1,1,1,0,insensibility
monochrome,0,0,0,0,0,0,1,0,1,0,achromatism
mediocre,0,0,0,0,0,0,1,0,0,0,mean
frontispiece,0,0,0,0,0,0,0,0,0,0,precursor
infinity,0,0,1,0,0,1,0,0,0,0,greatness,magnitude,importance
vast,0,0,0,0,0,0,0,0,0,0,space
resort,0,0,0,0,0,0,0,0,0,0,convergence
detour,0,0,0,0,0,0,0,0,0,0,deviation
nausea,0,0,0,0,0,0,1,0,1,0,dislike
compo,0,0,0,0,0,0,0,0,0,0,covering
crap,0,0,0,0,0,0,1,0,1,0,excretion
overlay,0,0,0,0,0,0,0,0,0,0,redundancy,overstock,overdo
bereaved,0,0,0,0,0,0,1,1,0,0,loss
dramatic,0,0,0,0,0,0,0,0,0,0,drama
modified,0,0,0,0,0,0,0,0,0,0,difference
imagine,0,0,0,0,0,0,0,0,0,0,supposition
scar,0,1,0,0,0,0,1,1,0,0,record
zodiac,0,0,0,0,0,0,0,0,0,0,outline
earnings,0,0,0,0,0,0,0,0,0,0,receipt
powerful,1,0,0,0,0,0,0,0,0,0,strength,mighty,strong
tractable,0,0,0,0,0,0,0,0,0,0,willingness
apologist,0,0,0,0,0,0,0,0,0,0,vindication
inert,0,0,0,0,0,0,0,0,0,0,inactivity
truss,0,0,0,0,0,0,0,0,0,0,assemblage
transcription,0,0,0,0,0,0,0,0,0,0,copy
professor,0,0,0,0,0,0,0,0,0,0,teacher
berserk,0,0,0,0,0,0,1,0,0,0,insanity
churn,0,0,0,0,0,0,0,0,0,0,agitation
completion,0,0,0,0,0,0,0,0,0,0,completion
malaria,1,0,0,0,0,0,1,1,1,0,bane
lynx,0,0,0,0,0,0,0,0,0,0,vision
digress,0,0,0,0,0,0,1,0,0,0,deviation
plumb,0,0,0,0,0,1,0,0,0,0,measurement,gauge,fathom
lavish,0,0,0,0,0,0,0,0,0,0,sufficiency,plenty,replete
frenzied,1,1,0,0,0,0,1,0,0,0,violence
bib,0,0,0,0,0,0,0,0,0,0,drunkenness
elders,0,0,0,1,0,1,0,0,0,0,veteran
promise,0,0,0,1,0,1,0,0,0,0,hope,mainstay,anchor
turbulent,1,0,0,0,0,0,1,0,0,0,excitability
uproar,0,0,0,0,0,0,0,0,0,0,disorder
tabular,0,0,0,0,0,0,0,0,0,0,layer
sprinkling,0,0,0,0,0,0,0,0,0,0,smallness
imprisonment,1,0,0,0,0,0,1,1,0,0,restraint
mandate,0,0,0,0,0,0,0,0,0,0,requirement
spear,1,1,1,0,0,0,1,0,0,0,arms
drunkenness,0,0,0,0,0,0,1,0,0,0,drunkenness
letter,0,0,0,0,0,0,0,0,0,0,character,alphabet,type
christening,0,0,0,0,0,0,0,0,0,0,rite
ration,0,0,0,0,0,0,0,0,0,0,apportionment
equipment,0,0,0,0,0,0,0,0,0,0,instrument
true,0,0,0,1,0,1,0,0,0,1,veracity
dispel,0,0,0,0,0,0,0,0,0,0,displacement,unload,transfer
phrase,0,0,0,0,0,0,0,0,0,0,metaphor,figure,allegory
lily,0,0,0,0,0,0,0,0,0,0,whiteness
vector,0,0,0,0,0,0,0,0,0,0,direction
solidity,0,0,0,0,0,1,0,0,0,0,completeness,solidarity,unity
posthumous,0,0,0,0,0,0,0,0,0,0,posteriority
changer,0,0,0,0,0,0,0,0,0,0,merchant
bat,0,0,0,0,0,0,0,0,0,0,impulse
unnamed,0,0,0,0,0,0,0,0,0,0,misnomer
nonsense,0,0,0,0,0,0,1,0,0,0,unmeaningness
supreme,0,0,0,0,0,1,0,0,0,0,summit
apathy,0,0,0,0,0,0,1,1,0,0,indifference
dribble,0,0,0,0,0,0,0,0,0,0,river
burial,1,1,0,0,0,0,1,1,0,0,interment
invocation,0,0,0,0,0,0,0,0,0,0,worship
prosecutor,0,0,0,0,0,0,0,0,0,0,accusation
scholar,0,0,0,0,0,0,0,0,0,0,scholar
shrewd,0,0,0,0,0,1,0,0,0,0,intelligence,wisdom,astute,arch
ingenious,0,0,0,0,0,1,0,0,0,0,skill
salutation,0,0,0,0,0,0,0,0,0,0,allocution
concomitant,0,0,0,0,0,0,0,0,0,0,accompaniment
triangular,0,0,0,0,0,0,0,0,0,0,trisection
facility,0,0,0,0,0,0,0,0,0,0,freedom
locality,0,0,0,0,0,0,0,0,0,0,situation
pike,0,0,0,0,0,0,0,0,0,0,arms
erratic,0,0,0,0,1,0,1,0,0,0,motion,transitional,mobile
mobilize,0,0,0,0,0,0,0,0,0,0,motion
remission,0,0,0,0,0,1,0,0,0,0,cessation,intermission,suspense
intrinsic,0,0,0,0,0,0,0,0,0,0,intrinsicality
monastic,0,0,0,0,0,0,0,0,0,0,churchdom
integral,0,0,0,0,0,0,0,0,0,0,number
slavery,1,1,0,0,0,0,1,1,1,0,servility
synopsis,0,0,0,0,0,0,0,0,0,0,list
operative,0,0,0,0,0,0,0,0,0,0,agent
atelier,0,0,0,0,0,0,0,0,0,0,painting
departed,0,0,0,0,0,0,1,1,0,0,death
beastly,1,0,0,0,0,0,1,0,1,0,uncleanness
prognosis,1,0,1,0,0,0,0,0,0,0,foresight
sunless,0,0,0,0,0,0,0,0,0,0,darkness
pamphlet,0,0,0,0,0,0,0,0,0,0,book
divorce,1,1,0,0,0,0,1,1,0,0,disjunction
respectability,0,0,0,0,0,0,0,0,0,0,probity
rancid,0,0,0,0,0,0,1,0,1,0,fetor
reservoir,0,0,0,0,0,0,0,0,0,0,store
workplace,0,0,0,0,0,0,0,0,0,0,workshop
predominant,0,0,0,1,0,1,0,0,0,0,authority
institution,0,0,0,0,0,0,0,0,0,0,school,institute,university
scripture,0,0,0,1,0,0,0,0,0,0,certainty
inaugurate,0,0,0,0,0,0,0,0,0,0,beginning
sequestration,0,0,0,0,0,0,0,0,0,0,taking
epithet,0,0,0,0,0,0,0,0,0,0,nomenclature
likewise,0,0,0,0,0,0,0,0,0,0,addition
antagonism,0,1,0,0,0,0,1,0,0,0,counteraction
beggar,0,0,0,0,0,0,1,1,0,0,poverty,pauper,want
renovate,0,0,0,0,0,0,0,0,0,0,reproduction
rick,0,0,0,0,0,0,0,0,0,0,assemblage
incline,0,0,0,0,0,0,0,0,0,0,willingness,mind,desire
glean,0,0,0,0,0,0,0,0,0,0,acquisition
familiarity,0,0,0,1,0,1,0,0,0,0,knowledge
inexplicable,0,0,0,0,1,0,1,0,0,0,unintelligibility
sage,0,0,0,1,0,1,0,0,0,0,scholar,linguist,connoisseur
catamaran,0,0,0,0,0,0,0,0,0,0,combatant
constant,0,0,0,0,0,0,0,0,0,0,frequency
literature,0,0,0,0,0,0,0,0,0,0,knowledge
bride,0,0,1,1,0,1,0,0,0,1,marriage
filter,0,0,0,0,0,0,0,0,0,0,cleanness
purposely,0,0,0,0,0,0,0,0,0,0,intention
invite,0,0,0,0,0,0,0,0,0,0,motive
hasten,0,0,0,0,0,0,0,0,0,0,velocity,spank,speed
electricity,0,0,0,0,0,1,0,0,0,0,velocity
friction,0,0,0,0,0,0,0,0,0,0,counteraction
boxing,0,1,0,0,0,0,0,0,0,0,contention
suspense,1,0,1,0,0,0,0,0,0,0,uncertainty,hesitation,bewilderment
negotiation,0,0,0,0,0,0,0,0,0,0,mediation
silently,0,0,0,0,0,0,0,0,0,0,silence
worldly,0,0,0,0,0,0,0,0,0,0,irreligion
serenity,0,0,0,1,0,1,0,0,0,1,content
pleasant,0,0,0,0,0,1,0,0,0,1,amusement,fun,diverting
beating,1,1,0,0,0,0,0,0,0,0,punishment
tasteless,0,0,0,0,0,0,1,0,1,0,insipidity
superposition,0,0,0,0,0,0,0,0,0,0,addition
number,0,0,0,0,0,0,0,0,0,0,numeration
intermittent,0,0,0,0,0,0,0,0,0,0,regularity of recurrence
ferocity,0,0,0,0,0,0,0,0,0,0,violence
vanish,0,0,0,0,0,0,0,0,0,0,disappearance,pass,dissolve
chalk,0,0,0,0,0,0,0,0,0,0,whiteness,lily,ivory
balk,0,0,0,0,0,0,1,0,0,0,hindrance,foil,thwart
contagion,1,0,1,0,0,0,1,0,1,0,insalubrity
witness,0,0,0,1,0,0,0,0,0,0,evidence,testify,seal
species,0,0,0,0,0,0,0,0,0,0,class
canker,0,0,0,0,0,0,1,0,1,0,deterioration,poison,contaminate
promise,0,0,0,1,0,1,0,0,0,1,consent,jump at,settle
harmonics,0,0,0,0,0,0,0,0,0,0,melody concord
moot,0,0,0,0,0,0,1,0,0,0,reasoning
nab,0,0,0,0,1,0,0,0,0,0,deception
creative,0,0,0,0,0,1,0,0,0,0,production
concordance,0,0,0,0,0,0,0,0,0,0,list,index,word list
adolescence,0,0,0,0,0,0,0,0,0,0,adolescence
slowness,0,0,0,0,0,0,1,0,0,0,slowness
disqualification,0,0,0,0,0,0,1,0,0,0,impotence
unmask,0,0,0,0,0,0,0,0,0,0,disclosure
hire,0,0,0,0,0,0,0,0,0,0,price,fare,wages
chronicle,0,0,0,1,0,1,0,0,0,0,record
dispense,0,0,0,0,0,0,0,0,0,0,apportionment,distribute,administer
pretend,0,0,0,0,0,0,0,0,0,0,falsehood
general,0,0,0,0,0,0,0,0,0,0,generality
landscape,0,0,0,0,0,0,0,0,0,0,appearance
bleach,0,0,0,0,0,0,0,0,0,0,achromatism
beach,0,0,0,0,0,0,0,0,0,1,land
quail,1,0,0,0,0,0,1,0,0,0,cowardice
contagious,1,0,0,0,0,0,1,0,1,0,insalubrity
venomous,1,1,0,0,0,0,1,0,1,0,virulent,narcotic,toxic
irrational,0,0,0,0,0,0,1,0,1,0,inconsistent,idiotic,useless
grandfather,0,0,0,1,0,0,0,0,0,0,veteran
expectancy,0,0,1,0,0,0,0,0,0,0,expectation
remiss,0,1,0,0,0,0,1,0,0,0,weak,unauthorized,unbridled
privy,0,0,0,1,0,0,1,0,0,0,concealment
combustible,0,0,0,0,0,0,0,0,0,0,calefaction
fun,0,0,1,0,0,1,0,0,0,1,amusement
handsome,0,0,0,0,0,0,0,0,0,0,liberality
finesse,0,0,0,0,0,1,0,0,0,0,cunning
deliberate,0,0,0,0,0,0,0,0,0,0,advice,refer to,recommend
turmoil,0,0,0,0,0,0,1,1,0,0,agitation
progress,0,0,1,0,0,0,0,0,0,0,conversion
wander,0,0,0,0,0,0,0,0,0,0,deviation,digress,make way for
memo,0,0,0,0,0,0,0,0,0,0,memory
confidential,0,0,0,1,0,0,0,0,0,0,concealment
coyote,1,0,0,0,0,0,0,0,0,0,animal
vengeful,1,1,0,0,0,0,1,0,0,0,revenge
breezy,0,0,0,0,0,0,0,0,0,0,wind
error,0,0,0,0,0,0,1,0,0,0,vice,failing,weakness
count,0,0,0,1,0,1,0,0,0,0,nobility,duke,marquis
insect,0,0,0,0,0,0,0,0,0,0,animal
lasso,0,0,0,0,0,0,0,0,0,0,circularity
mackerel,0,0,0,0,0,0,0,0,0,0,animal
witty,0,0,0,0,0,1,0,0,0,0,amusement
voyager,0,0,0,0,0,0,0,0,0,0,traveler
benevolence,0,0,0,0,0,1,0,0,0,0,love,attachment,affection
confessional,1,0,0,0,0,0,0,0,0,0,temple
fireplace,0,0,0,0,0,0,0,0,0,0,furnace
deploy,0,0,0,0,0,0,0,0,0,0,expansion
gradual,0,0,0,0,0,0,0,0,0,0,degree
renovation,0,0,0,0,0,1,0,0,0,0,reproduction
personal,0,0,0,1,0,0,0,0,0,0,several,specific,determinate
bulk,0,0,0,0,0,0,0,0,0,0,size
sire,0,0,0,0,0,0,0,0,0,0,paternity
basin,0,0,0,0,0,0,0,0,0,0,receptacle,cup,goblet
ooze,0,0,0,0,0,0,1,0,1,0,egress
concealed,0,0,0,0,0,0,0,0,0,0,latency,muffled,covert
marine,0,0,0,1,0,0,0,0,0,0,combatant,armada,navy
cleanse,0,0,0,0,0,1,0,0,0,0,cleanness
philanthropic,0,0,0,1,0,0,0,0,0,0,philanthropy
cinematography,0,0,0,0,0,0,0,0,0,0,representation
bilge,0,0,0,0,0,0,0,0,0,0,opening,ope,open
curling,0,0,0,0,0,0,0,0,0,0,curvature
silhouette,0,0,0,0,0,0,0,0,0,0,painting
tailings,0,0,0,0,0,0,0,0,0,0,pulverulence
gymnasium,0,0,0,0,0,0,0,0,0,0,school
discourage,1,0,0,0,0,0,1,1,0,0,sink,damp,depress
wen,0,0,0,0,0,0,0,0,0,0,convexity
abolition,0,0,0,0,0,0,1,0,0,0,destruction
quay,0,0,0,0,0,0,0,0,0,0,refuge
opaque,0,0,0,0,0,0,1,0,0,0,unintelligibility
scotch,0,0,0,0,0,0,0,0,0,0,inhabitant
perished,0,0,0,0,0,0,1,1,0,0,inexistence
barbaric,1,1,0,0,0,0,1,0,1,0,vulgarity
condolence,0,0,0,0,0,0,0,1,0,0,condolence
ostensibly,0,0,0,0,0,0,0,0,0,0,appearance
merciful,0,0,0,0,0,1,0,0,0,0,benevolence
principal,0,0,0,0,0,0,0,0,0,0,director
scarlet,0,0,0,0,0,0,0,0,0,0,redness
discrimination,1,1,0,0,0,0,1,1,1,0,discrimination
impeccable,0,0,0,1,0,1,0,0,0,0,perfection
conceivable,0,0,0,0,0,0,0,0,0,0,possibility
fornication,0,0,0,0,0,0,1,0,0,0,impurity
brake,0,0,0,0,0,0,0,0,0,0,prison
doubt,0,0,0,0,0,0,1,0,0,0,unbelief,smoke,suspect
triad,0,0,0,0,0,0,0,0,0,0,triality
eruption,0,0,0,0,0,0,0,0,0,0,egress
paralysis,1,0,0,0,0,0,1,1,0,0,physical insensibility
teeming,0,0,0,0,0,0,0,0,1,0,assemblage,populous,swarming
catch,0,0,0,0,0,0,0,0,0,0,connection
sunset,0,0,1,0,0,1,0,0,0,0,evening
cattle,0,0,0,0,0,0,0,0,0,0,carrier
hail,0,0,0,0,0,0,0,0,0,0,courtesy,greet,usher
rotation,0,0,0,0,0,0,0,0,0,0,rotation
voluptuous,0,0,1,0,0,1,0,0,0,1,impurity,must,carnal
tasteful,0,0,0,0,0,1,0,0,0,0,taste
suite,0,0,0,0,0,0,0,0,0,0,servant
drill,0,0,0,0,0,0,0,0,0,0,opening,tap,bore
unadulterated,0,0,0,0,0,0,0,0,0,0,truth
sumo,0,0,0,0,0,0,0,0,0,0,contention
despair,1,0,0,0,0,0,1,1,0,0,hopelessness,desperation,pessimism
tired,0,0,0,0,0,0,0,0,0,0,weariness
hermit,0,0,0,0,0,0,0,0,0,0,seclusion
cartilage,0,0,0,0,0,0,0,0,0,0,density
crouch,0,0,0,0,0,0,0,0,0,0,slouch,wallow,underlie
notary,0,0,0,1,0,0,0,0,0,0,lawyer
feeling,0,0,0,1,0,1,0,0,0,0,physical sensibility
cycle,0,0,0,0,0,0,0,0,0,0,circularity
cork,0,0,0,0,0,0,0,0,0,0,stopper
selection,0,0,0,0,0,0,0,0,0,0,class
tempest,0,0,0,0,0,0,1,0,0,0,agitation,storm,vortex
respectable,0,0,0,1,0,1,0,0,0,0,probity
obligatory,0,0,0,0,0,0,0,0,0,0,compulsion
physique,0,0,0,0,0,1,0,0,0,0,animality
multitude,0,0,0,0,0,0,0,0,0,0,multitude
coolness,0,0,0,0,0,1,0,0,0,0,calmness,quiet,peace of mind
unnumbered,0,0,0,0,0,0,0,0,0,0,infinity
squeeze,0,0,0,0,0,0,0,0,0,0,compulsion,require,restrain
metropolitan,0,0,0,0,0,0,0,0,0,0,abode
vascular,0,0,0,0,0,0,0,0,0,0,conduit
sickening,1,1,0,0,0,0,1,1,1,0,unsavoriness
converse,0,0,0,0,0,0,0,0,0,0,contraposition
custody,0,0,0,0,0,0,0,0,0,0,restraint
ingress,0,0,0,0,0,0,0,0,0,0,ingress
temperate,0,0,0,0,0,0,0,0,0,0,moderation
hairy,0,0,0,0,0,0,1,0,1,0,filament
hymn,0,0,0,0,0,0,0,0,0,0,music
entice,0,0,0,0,0,0,0,0,0,0,motive
homicide,1,1,0,0,0,0,1,1,1,0,killing
escarpment,0,0,0,0,0,0,0,0,0,0,height
rusty,0,0,0,0,0,0,0,0,0,0,inactivity
concrete,0,0,0,0,0,0,0,0,0,0,hardness,brick,adamant
subjective,0,0,0,0,0,0,0,0,0,0,intellect
votive,0,0,0,1,0,0,0,0,0,0,promise
pillage,1,1,0,0,0,0,1,0,1,0,deterioration
leaning,0,0,0,0,0,0,0,0,0,0,desire,predilection,want
chatty,0,0,0,0,0,0,0,0,0,0,conversation
speckled,0,0,0,0,0,0,0,0,0,0,variegation
steer,0,0,0,0,0,0,0,0,0,0,animal
confines,0,0,0,0,0,0,0,0,0,0,nearness
surety,0,0,0,1,0,1,0,0,0,0,safety
chaos,1,0,0,0,0,0,1,0,0,0,agitation
hall,0,0,0,0,0,0,0,0,0,0,receptacle,office,court
ductile,0,0,0,0,0,0,0,0,0,0,softness,inelastic,soft
rattle,0,0,0,0,0,0,0,0,0,0,musical instruments
advantageous,0,0,0,0,0,1,0,0,0,0,utility
trance,0,0,0,0,0,0,0,0,0,0,inactivity
permissive,0,0,0,0,0,0,0,0,0,0,permission
restitution,0,0,0,0,0,1,0,0,0,0,restitution
salutary,0,0,0,1,0,1,0,0,0,1,goodness
projecting,0,0,0,0,0,0,0,0,0,0,convexity
palsy,0,0,0,0,0,0,1,0,0,0,disease,consumption,decline
attribution,0,0,0,0,0,0,0,0,0,0,attribution
compendium,0,0,0,0,0,0,0,0,0,0,contraction
uneven,0,0,0,0,0,0,1,0,0,0,roughness
encumbrance,1,1,0,0,0,0,1,1,0,0,hindrance
immoral,1,1,0,0,0,0,1,1,1,0,wrong
remit,0,0,0,0,0,0,0,0,0,0,cessation
pulse,0,0,0,0,0,0,0,0,0,0,oscillation
brawl,1,1,0,0,0,0,1,0,1,0,discord,quarrel,disagree
priest,0,0,0,1,0,1,0,0,0,0,clergy
idiom,0,0,0,0,0,0,0,0,0,0,neologism
ban,0,0,0,0,0,0,1,0,0,0,malediction
clown,0,0,0,0,1,0,0,0,0,0,commonality
aviator,0,0,0,0,0,0,0,0,0,0,mariner
reflect,0,0,0,0,0,0,0,0,0,0,imitation
propagation,0,0,0,0,0,0,0,0,0,0,productiveness
patron,0,0,0,1,0,0,0,0,0,0,purchase,client,customer
drill,0,0,0,0,0,0,0,0,0,0,rotation,centrifuge,gyroscope
bulk,0,0,0,0,0,0,0,0,0,0,greatness
knead,0,0,0,0,0,0,0,0,0,0,softness
purge,0,0,0,0,0,0,0,0,0,0,atonement
hilarious,0,0,0,0,1,1,0,0,0,1,amusement
tourist,0,0,0,0,0,0,0,0,0,0,traveler
punitive,1,1,0,0,0,0,1,1,0,0,punishment
organ,0,0,1,0,0,0,0,0,0,1,instrument
impossibility,0,0,0,0,0,0,0,0,0,0,impossibility
calculating,0,0,0,0,0,0,1,0,0,0,intelligence
schism,0,0,0,0,0,0,1,0,0,0,dissent
nap,0,0,0,0,0,0,0,0,0,0,inactivity,trance,siesta
splinter,0,0,0,0,0,0,0,0,0,0,disjunction,nib,snip
ledge,0,0,0,0,0,0,0,0,0,0,plateau,floor,stratum
bellow,0,0,0,0,0,0,0,0,0,0,cry
priority,0,0,0,0,0,0,0,0,0,0,precedence
possession,1,1,0,0,0,0,1,0,1,0,demon
notion,0,0,0,0,0,0,0,0,0,0,supposition
distracting,0,1,1,0,0,0,1,0,0,0,excitation
worrying,1,0,1,0,0,0,1,1,0,0,painfulness
destroyer,1,1,0,0,0,0,1,0,0,0,destroyer
industry,0,0,0,0,0,0,0,0,0,0,activity
reality,0,0,0,0,0,0,0,0,0,0,truth
disobey,0,1,0,0,0,0,1,0,0,0,defiance
feel,0,0,0,0,0,0,0,0,0,0,touch
unearned,0,0,0,0,0,0,0,0,0,0,undueness
pronouncement,0,0,0,0,0,0,0,0,0,0,affirmation
fasten,0,0,0,0,0,0,0,0,0,0,stability
boast,0,0,0,0,0,0,1,0,0,0,pride,presume,swagger
totality,0,0,0,0,0,0,0,0,0,0,whole
observation,0,0,0,0,0,0,0,0,0,0,attention,observance,thought
raving,0,0,1,0,1,0,1,0,0,0,insanity,delirium,wandering
rectangle,0,0,0,0,0,0,0,0,0,0,four
viper,1,0,0,0,0,0,1,0,0,0,evil doer,adder,snake
agitated,0,1,0,0,0,0,1,0,0,0,changeableness
impeachment,0,0,0,0,0,0,1,0,0,0,accusation
compelling,0,0,0,0,0,1,0,0,0,0,compulsion
writer,0,0,0,0,0,0,0,0,0,0,writing
insufficiency,0,1,0,0,0,0,1,0,0,0,shortcoming,incompleteness,failure
coat,0,0,0,0,0,0,0,0,0,0,covering
bulldog,0,0,0,0,0,1,0,0,0,0,resolution
gigantic,0,0,0,0,0,0,0,0,0,0,strength
spectacle,0,0,0,0,0,0,1,0,0,0,the drama,vaudeville,tragedy
axis,0,0,0,0,0,0,0,0,0,0,rotation
sauna,0,0,0,0,0,0,0,0,0,0,furnace
indecency,0,1,0,0,0,0,0,0,1,0,impurity
intermediary,0,0,0,0,0,0,0,0,0,0,interposition
inoperative,0,0,0,0,0,0,1,0,0,0,impotence
curvature,0,0,0,0,0,0,0,0,0,0,curvature
dignity,0,0,0,0,0,1,0,0,0,0,repute
grunt,0,0,0,0,0,0,0,0,0,0,ululation
